,"ID_OLD
ID_OLD","ID
ID","CompanyName
公司名称","CompanyName2
公司名称2","Street1
街道1","Street2
街道 2","StreetNr
街道编号","Zip
邮政编码","City
城市","Country
国家","State
州/省","Contact
联系方式","Homepage
主页","Extended
扩展","VM_ID
VM_ID","Comment
评论","Autor
作者","Testfield
测试场"
150,471.0,471,"Abengoa Hidrogeno
Abengoa Hidrogeno",,,,,,"Sevillie
Sevillie","Spain
西班牙",,,"www.hynergreen.abengoa.com
www.hynergreen.abengoa.com",0.0,,"früher: Hynergreen
前身：海纳格林","eps
eps",
151,472.0,472,"Carburos Metalicos
金属气瓶",,,,,,,"Spain
西班牙",,,,0.0,,"spanish part of Air Products
空气产品公司西班牙分公司","eps
eps",
152,473.0,473,"National Institute for Aerospace Technology (INTA)
国家航空航天技术研究所（INTA）",,,,,,,"Spain
西班牙",,,,0.0,,,"eps
eps",
153,474.0,474,"Andalusian Association for Research and Industry AICIA
安达卢西亚研究与工业协会 AICIA",,,,,,,"Spain
西班牙",,,,0.0,,,"eps
eps",
154,481.0,481,"HyCentA - Hydrogen Center Austria
HyCentA - 奥地利氢能中心",,"Inffeldgasse
Inffeldgasse",,15.0,8010,"Graz
格拉茨","Austria
奥地利",,"office@hycenta.at
office@hycenta.at",http://www.hycenta.at/,1.0,9090.0,"eps: Teilnehmer Virtuelle Messe, daher extended view
name angepasst
eps： 与会者虚拟博览会，因此是扩展视图

名称调整","Thomas Walter
托马斯-瓦尔特",
155,481.0,481,"HyCentA - Hydrogen Center Austria
HyCentA - 奥地利氢能中心",,"Inffeldgasse
Inffeldgasse",,15.0,8010,"Graz
格拉茨","Austria
奥地利",,"office@hycenta.at
office@hycenta.at",http://www.hycenta.at/,1.0,9090.0,"eps: Teilnehmer Virtuelle Messe, daher extended view
name angepasst
eps： 与会者虚拟博览会，因此是扩展视图
名称调整","Thomas Walter
托马斯-瓦尔特",
156,486.0,486,"Hydrogen Frontier Inc.
氢前沿公司",,,,,,,"United States
美国",,,"www.hydrogenfrontier.com
www.hydrogenfrontier.com",0.0,,,"eps
eps",
157,493.0,493,"Diamond Lite
钻石之光",,,,,,,,,,,0.0,,,"eps
eps",
158,496.0,496,"SymbioFCell
共生细胞",,,,,73370,"Le Bourget du Lac
布尔歇湖","France
法国",,,http://www.symbiofcell.com/j/home.html,0.0,,,,
159,499.0,499,"Aloha Motor Company
阿罗哈汽车公司",,,,,,,"United States
美国",,,,0.0,,"joint venture by H2 Technologies and Taiwan´s Asia Pacific Fuel Cell Technologies
H2 技术公司和台湾亚太燃料电池技术公司的合资企业","eps
eps",
160,500.0,500,"Acta S.p.A.
Acta S.p.A.",,,,,,,"Italy
意大利",,,,0.0,,,"eps
eps",
161,504.0,504,"SK Gas
SK Gas",,,,,,,"Korea
韩国",,,,0.0,,,"eps
eps",
162,506.0,506,"ENERTRAG
ENERTRAG",,,,,,,,,,,0.0,,,"eps
eps",
163,507.0,507,"H2 Technologies
H2 技术",,,,,,,,,,,0.0,,,"eps
eps",
164,508.0,508,"Tokyo Gas Co.,Ltd.
东京煤气公司",,,,,,,"Japan
日本",,,,0.0,,,"eps
eps",
165,509.0,509,"Dolomitech s.r.l. 
Dolomitech s.r.l. ",,"Via da Borgo
Via da Borgo",,14.0,38059 ,"Villa Agnedo
阿格内多别墅","Italy
意大利",,"info@dolomitech.com
info@dolomitech.com","www.dolomitech.com
www.dolomitech.com",0.0,,,,
166,511.0,511,"Vatgas
瓦特加斯",,,,,,,"Sweden
瑞典",,,,0.0,,,"eps
eps",
167,512.0,512,"Kogas-TECH Korea Gas Technology Corporation
Kogas-TECH 韩国天然气技术公司",,,,,,,"Korea
韩国",,,,0.0,,"Kogas Tech ist seit 1993 von Kogas getrennt
自 1993 年以来，Kogas Tech 已从 Kogas 分离出来","eps
eps",
168,513.0,513,"Ballast Nedam
镇流器",,,,,,,"Netherlands
荷兰",,,,0.0,,,"eps
eps",
169,514.0,514,"KIT - TID
套件 - TID",,,,,,,"Germany
德国",,,,0.0,,,"eps
eps",
170,517.0,517,"ENEOS Co.
ENEOS Co.",,,,,,,"Japan
日本",,,,0.0,,"vormals JXTG Nippon Oil & Energy Corporation
标准 JXTG 日本石油能源公司","eps
eps",
171,518.0,518,"Toho Gas Co.,Ltd.
东邦燃气有限公司",,,,,,,"Japan
日本",,,,0.0,,,"eps
eps",
172,527.0,527,"WaterstofNet
网络之水",,,,,,,"Netherlands
荷兰",,,,0.0,,,"eps
eps",
173,530.0,530,"HYOP AS
HYOP AS",,,,,,,"Norway
挪威",,,,0.0,,"ging aus Statoil, StatoilHydro, Norsk Hydro hervor
挪威国家石油公司、挪威国家水电公司、挪威海德鲁公司","eps
eps",
174,531.0,531,"Westfalen AG
威斯特伐利亚股份公司",,,,,,,"Germany
德国",,,,0.0,,,"eps
eps",
175,532.0,532,"McPhy
麦克菲",,,,,,,,,,,0.0,9086.0,"eps: Teilnehmer der virtuellen Messe
eps： 虚拟交易会的参与者","eps
eps",
176,533.0,533,2G,,,,,,,,,,,0.0,,,"eps
eps",
177,534.0,534,"Woikoski Oy
Woikoski Oy",,,,,,,"Finland
芬兰",,,,0.0,,"leading Finish gas company
领先的 Finish 天然气公司","eps
eps",
178,540.0,540,"TÜV SÜD Industrie Service GmbH
TÜV 南德意志集团工业服务有限公司",,,,,,,,,,,1.0,,"eps: Teilnehmer der virtuellen Messe
eps： 虚拟交易会的参与者",,
179,543.0,543,"Firstelement Fuel Inc.
第一元素燃料公司",,,,,,,"United States
美国",,,,0.0,,,"eps
eps",
180,549.0,549,"Walther Series
瓦尔特系列",,,,,,,,,,,0.0,,700 bar coupling for Linde TrailH2-gas,"eps
eps",
181,552.0,552,"Renault Trucks
雷诺卡车",,"route de Lyon
里昂之路","TER A50 2 50
TER A50 2 50",99.0,69806,"Saint Priest Cedex
Saint Priest Cedex","France
法国",,,http://corporate.renault-trucks.com,0.0,,,"Walter
瓦尔特",
182,554.0,554,"Fuel Cell Systems Ltd.
燃料电池系统有限公司",,,,,,,,,,,0.0,,,"eps
eps",
183,555.0,555,"Nimohyss
Nimohyss",,,,,,,,,,"www.nimohyss.com
www.nimohyss.com",0.0,," Operated by the “Japan Joint Mobile Hydrogen Station Service,” a joint venture of Toyota Tsusho, Iwatani Sangyo, and Taiyo Nissho 3 companies.
Japan Mobile Hydrogen Station Service (Nemohyss) HP http://www.nimohyss.com/
Nimohis is an abbreviation that takes the initial letter of the operating company: Nippon Mo bile Hydrogen Station Service, LLC
""Nippon"" steht für ""Japan""","eps
eps",
184,556.0,556,"Toshiba
东芝",,,,,,,,,,,0.0,,,"eps
eps",
185,557.0,557,"AREVA H2Gen GmbH
AREVA H2Gen GmbH",,,,,,,"France
法国",,,"www.arevah2gen.com
www.arevah2gen.com",0.0,9344.0,"virtuelle Messe
2021: zu elogenh2.com umgeformt
虚拟贸易展览会

2021：转变为 elogenh2.com","eps
eps",
186,558.0,558,"Mitsubishi Kakoki Kaisha Ltd.
三菱化学工业株式会社",,,,,,,"Japan
日本",,,"www.kakoki.co.jp/english
www.kakoki.co.jp/english",0.0,,"wichtiger TS Ausstatter in Japan
日本重要的 TS 供应商","eps
eps",
187,559.0,559,"Vako
瓦科",,,,,,"Kreuztal
克劳兹塔尔",,,,,0.0,,"tank manufactorer
储罐制造商","eps
eps",
188,560.0,560,"Faber
法贝尔",,,,,,,,,,,0.0,,"high pressure tanks
高压罐","eps
eps",
189,563.0,563,"EPC4H2
EPC4H2","Engineering, Procurement & Construction, LLC
工程、采购与施工有限责任公司",,,,,"Lakewood
莱克伍德","United States
美国",,,"www.epc4h2.com
www.epc4h2.com",0.0,,,"eps
eps",
190,564.0,564,"PitPoint
坑点",,,,,,,,,,,0.0,,"bei Helmond statt Balast Nedam
2016 CNGNet ist nun Pitpoint
赫尔蒙德附近，而不是巴拉斯特内达姆
2016 CNGNet 现在是 Pitpoint","eps
eps",
191,565.0,565,"Idex
Idex",,,,,,,"France
法国",,,"www.idex.fr
www.idex.fr",0.0,,,"eps
eps",
192,567.0,567,"HTEC Hydrogen Technology & Energy Corporation
HTEC 氢技术与能源公司",,,,,,,"Canada
加拿大",,,"www.htec.ca
www.htec.ca",0.0,,,"eps
eps",
193,571.0,571,"Atlas Copco
阿特拉斯-科普柯",,,,,,,"Sweden
瑞典",,,"www.atlascopco.com
www.atlascopco.com",0.0,,"Kompressoren
压缩机","eps
eps",
194,573.0,573,"H2 Mobility
H2 流动",,,,,,,"Germany
德国",,,,0.0,,"H2 Mobility, tritt als Investor auf
H2 Mobility, tritt as investors auf","eps
eps",
195,575.0,575,"EM Korea
韩国",,,,,,,"Korea
韩国",,,,0.0,,,"eps
eps",
196,576.0,576,"Kwangshin
光信",,,,,,,"Korea
韩国",,,,0.0,,,"eps
eps",
197,577.0,577,"Idemitsu Kosan Co., Ltd.
出光兴产株式会社",,,,,,,"Japan
日本",,,,0.0,,,"eps
eps",
198,580.0,580,"Black & Veatch
博莱克威奇公司",,,,,,,"United States
美国",,,,0.0,,,"eps
eps",
199,581.0,581,"H2 Energy AG
H2 能源股份公司",,,,,,,"Switzerland
瑞士",,,,0.0,,,"eps
eps",
200,582.0,582,"IBAarau
IBAarau",,,,,,,"Switzerland
瑞士",,,,0.0,,,"eps
eps",
201,587.0,587,"Centro Nacional del Hidrogeno
国家艾滋病毒中心",,,,,,,"Spain
西班牙",,,,0.0,,,"eps
eps",
202,589.0,589,"PDC Machines Inc.
PDC 机器公司",,,,,,,,,,,0.0,,,"EPS
每股盈余",
203,597.0,597,"Power Cell Sweden AB
瑞典动力电池公司",,"Ruskvädersgatan
Ruskvädersgatan",,12.0,"SE-418 34
SE-418 34","Gothenburg
哥德堡","Sweden
瑞典",,,http://www.powercell.se/,0.0,,,"Wtr
水",
204,598.0,598,"SwissHydrogen SA
瑞士氢气公司",,"Passage du Cardinal
红衣主教通道",,1.0,1700,"Fribourg
弗里堡","Switzerland
瑞士",,    info@swisshydrogen.ch ,http://swisshydrogen.ch/,0.0,,,"Wtr
水",
205,599.0,599,"Haskel
哈斯科",,,,,,,,,,"www.haskel.com
www.haskel.com",0.0,,"Haskel, a business of the Precision and Science Technologies Segment at Ingersoll Rand, is the high-pressure solution provider for critical applications in hydrogen, aviation, defense and aerospace, oil and gas, and other industries. With nearly 75 years of expertise, Haskel’s leadership in the market is built on a reputation of safety, reliability, and the highest quality. Ingersoll Rand (NYSE:IR), is a global leader in mission-critical flow creation and industrial technologies. For more information, visit www.IRCO.com.
Haskel 是英格索兰精密和科学技术部门的一家企业，是氢气、航空、国防和航天、石油和天然气以及其他行业关键应用的高压解决方案供应商。凭借近 75 年的专业技术，Haskel 在市场上的领导地位建立在安全、可靠和最高质量的声誉之上。英格索兰（纽约证券交易所股票代码：IR）是关键任务流量创造和工业技术领域的全球领导者。欲了解更多信息，请访问 www.IRCO.com。","eps
eps",
206,600.0,600,"WH2
WH2",,,,,,,"France
法国",,,"www.wh2.fr
www.wh2.fr",0.0,,,"eps
eps",
207,604.0,604,"Logan Energy
洛根能源",,,,,,,"United Kingdom
英国",,,http://www.loganenergy.com,0.0,,,"eps
eps",
208,606.0,606,"Shanghai Sunwise
上海尚慧",,,,,,,"China
中国",,,"www.sunnwise.sh.cn
www.sunnwise.sh.cn",0.0,,"bei 635
第 635 页","eps
eps",
209,612.0,612,"EDF
EDF",,,,,,,"France
法国",,,,0.0,,,"eps
eps",
210,619.0,619,"Tank & Rast
坦克与拉斯特",,,,,,,,,,"www.tank.rast.de
www.tank.rast.de",0.0,,,"eps
eps",
211,620.0,620,"Sunfire
太阳火",,,,,,,,,,,0.0,,,"eps
eps",
212,622.0,622,"Colruyt
Colruyt",,,,,,,"Belgium
比利时",,,,0.0,,,"eps
eps",
213,624.0,624,"Resato International
雷萨托国际",,,,,,,,,,,0.0,,"compressor system für 769
压缩机系统 für 769","eps
eps",
214,627.0,627,"Naihai Ruihui company
南海瑞辉公司",,,,,,,"China
中国",,,,0.0,,"bei 634
第 634 页","eps
eps",
215,628.0,628,"Atawey
阿塔维",,,,,,,,,,,0.0,,"station 838
838 号站","eps
eps",
216,630.0,630,"Metacon
Metacon",,,,,,,"Sweden
瑞典",,,"www.metacon.se
www.metacon.se",0.0,,"Metacon is an international energy technology company based in Sweden and located in Karlskoga, whose overall business idea is to commercialize small and medium-sized energy systems for the production of hydrogen, electricity and heat from primarily biogas. 
Metacon 是一家位于瑞典卡尔斯科加的国际能源技术公司，其总体经营理念是将主要利用沼气生产氢气、电力和热能的中小型能源系统商业化。","eps
eps",
217,634.0,634,"StratosFuel
StratosFuel",,,,,,,,,,,0.0,,"station developer
站长","eps
eps",
218,635.0,635,"Triple E Technologies LLC
Triple E Technologies LLC",,,,,,,"United States
美国",,,,0.0,,"software supplier
软件供应商","eps
eps",
219,636.0,636,"Hydrogenious Technologies
氢能技术",,,,,,,"Germany
德国",,,,0.0,,"storage with LOHC
与 LOHC 存储","eps
eps",
220,638.0,638,"ENGIE
ENGIE",,,,,,,"France
法国",,,,0.0,,"Energieversorger
能源发电机","eps
eps",
221,641.0,641,"Yamamoto
山本",,,,,,,"Japan
日本",,,"www.yama-moto.jp
www.yama-moto.jp",0.0,,,"eps
eps",
222,644.0,644,"EMS
紧急医疗服务",,,,,,,"Germany
德国",,,,0.0,,"Jülich , H2 storage
尤利希 , H2 存储","eps
eps",
223,646.0,646,"WEMA
WEMA",,,,,,,"Germany
德国",,,,0.0,,"for the construction and operation of the gas station
加油站的建设和运营","eps
eps",
224,647.0,647,"ANLEG GmbH
ANLEG GmbH",,,,,,,"Germany
德国",,,,0.0,,"a specialist in high-pressure gas equipment
高压气体设备专家","eps
eps",
225,650.0,650,"Maximator GmbH
Maximator GmbH",,,,,,,"Germany
德国",,,,0.0,,"compressor manufacturer
压缩机制造商","eps
eps",
226,653.0,653,"Kohodo Hydrogen Energy
光堂氢能源",,,,,,,"China
中国",,,"kohodoh2.com
kohodoh2.com",,,,"eps
eps",
227,654.0,654,"Hyosung
Hyosung",,,,,,,"Korea
韩国",,,,,,"HRS provider
人力资源服务提供者","eps
eps",
228,655.0,655,"NK Tech
NK Tech",,,,,,,"Korea
韩国",,,,,,"HRS provider
人力资源服务提供者","eps
eps",
229,657.0,657,"EM Solution
EM 解决方案",,,,,,,"Korea
韩国",,,,,,"http://www.yesems.co.kr/eng/business/energy_h2_station.html
HRS provider","eps
eps",
230,658.0,658,"H-TEC Systems
H-TEC 系统",,,,,,,"Germany
德国",,,"www.h-tec.com
www.h-tec.com",,,"Elektrolyseure, wird von GP Joule übernommen, 2019 beteiligt sich MAN Energy Solutions, 2021 gibt GP Joule seien ANteile an MAN, aber weitere Zusammenarbeit bei eFarm Projekt
电解槽由 GP Joule 接管，2019 年 MAN Energy Solutions 参股，2021 年 GP Joule 将股份转让给 MAN，但在 eFarm 项目上进一步合作。","eps
eps",
231,659.0,659,"Zhangjiagang Furui Hydrogen Power Equipment Co.
张家港富瑞氢能设备有限公司",,,,,,,"China
中国",,,"www.furuihp.com
www.furuihp.com",,,,"eps
eps",
232,661.0,661,"Bennett Pump Company
贝内特泵业公司",,,,,,,"United States
美国",,,,,,"dispenser hersteller, erstmals Saudi-Arabien
分配器制造商，首次进入沙特阿拉伯","eps
eps",
233,662.0,662,"Nikola
尼古拉",,,,,,,"United States
美国",,,,,,,"eps
eps",
234,663.0,663,"Sarawak Energy
沙捞越能源",,,,,,,"Malaysia
马来西亚",,,,,,,"eps
eps",
235,664.0,664,"Japan Hydrogen Station Network JHyM
日本氢气站网络 JHyM",,,,,,,"Japan
日本",,,,,,"Japan H2 Mobility Station Network established 2018
Aiming to promote development of environments for the accelerated dissemination of fuel-cell vehicles (FCV), 11 companies, including hydrogen station operating businesses, automobile manufacturers, and financial investors, jointly established Japan H2 Mobility (JHyM), a new company with the mission of full-fledged development of hydrogen stations. Establishing this company will contribute to specifying a framework for accelerating the development of hydrogen stations, and the new company is expected to lead the acceleration of developing such stations and ensure steadier business management. The Ministry of Economy, Trade and Industry (METI), as well as this company, will accelerate initiatives for strategic development of hydrogen stations.
2018 年建立日本 H2 流动站网络
为了促进燃料电池汽车（FCV）加速普及的环境建设，氢气站运营企业、汽车制造商和金融投资者等 11 家公司联合成立了以全面开发氢气站为使命的新公司 Japan H2 Mobility（JHyM）。该公司的成立将有助于明确加快氢气站发展的框架，预计新公司将引领氢气站的加速发展，并确保业务管理更加稳定。经济产业省 (METI) 和该公司将加快氢气站战略发展的举措。","eps
eps",
236,665.0,665,"Sinopec Corp.
中国石化股份有限公司",,,,,,,"China
中国",,,"www.sinopec.com
www.sinopec.com",,,"größter Öl und Gas Produzent Chinas
中国最大的石油和天然气生产商","eps
eps",
237,666.0,666,"JNK Heaters Co., Ltd.
JNK 加热器有限公司",,,,,,,"Korea
韩国",,,"www.jnkheater.co.kr
www.jnkheater.co.kr",,,"on-site HRS mit reforming
现场 HRS mit 改革","eps
eps",
238,667.0,667,"HyNET Hydrogen Energy Network Co., Ltd.
HyNET 氢能网络有限公司",,,,,,,"Korea
韩国",,,,,,"joint venture in South Korea auch mit NEL
与 NEL 在韩国的合资企业","eps
eps",
239,670.0,670,"Michelin
米其林",,,,,,,"France
法国",,,,,,,,
240,671.0,671,"Hynion
Hynion",,,,,,,"Norway
挪威",,,"www.hynion.com
www.hynion.com",,,"Nachfolger von Hyop
CEO Ulf Hafseld
erster name Hydrogenisk www.hydrogenisk.no, dann umbenannt auf Hynion
Hyop 的继任者

首席执行官 Ulf Hafseld
原名 Hydrogenisk www.hydrogenisk.no，后更名为 Hynion","eps
eps",
241,671.0,671,"Hynion
Hynion",,,,,,,"Norway
挪威",,,"www.hynion.com
www.hynion.com",,,"Nachfolger von Hyop
CEO Ulf Hafseld
erster name Hydrogenisk www.hydrogenisk.no, dann umbenannt auf Hynion
Hyop 的继任者
首席执行官 Ulf Hafseld
原名 Hydrogenisk www.hydrogenisk.no，后更名为 Hynion","eps
eps",
242,671.0,671,"Hynion
Hynion",,,,,,,"Norway
挪威",,,"www.hynion.com
www.hynion.com",,,"Nachfolger von Hyop
CEO Ulf Hafseld
erster name Hydrogenisk www.hydrogenisk.no, dann umbenannt auf Hynion
Hyop 的合作伙伴
首席执行官 Ulf Hafseld
原名 Hydrogenisk www.hydrogenisk.no，后更名为 Hynion","eps
eps",
243,673.0,673,"Hydrospider
水蜘蛛",,,,,,,"Switzerland
瑞士",,,"hydrospider.ch
hydrospider.ch",,,"besteht aus Alpiq und H2 Energy und Linde
produziert grünen H2 über PtG Gösgen
由 Alpiq 和 H2 Energy 以及林德组成
通过 PtG Gösgen 生产绿色 H2","eps
eps",
244,678.0,678,"Rougeot Energie 
鲁格能源 ",,,,,,,"France
法国",,,http://www.rougeot-tp.com,,,,"eps
eps",
245,679.0,679,"Houpu
后浦",,,,,,,"China
中国",,,,,,"Joint Venture mit AL
Joint Venture mit AL","eps
eps",
246,680.0,680,"Howden
豪登",,,,,,,,,,"www.howden.com
www.howden.com",,,"compressor
压缩器","eps
eps",
247,,682,"Everfuel Europe A/S
Everfuel Europe A/S",,,,,,,"Denmark
丹麦",,,,,,"16.8.2019 Everfuel is established as Spin-off from Nel ASA
25.11.2020 Everfuel will take a majority stake in H2 Fuel Norway, a fully owned company of Nel, and change the company name to Everfuel Norway Retail as part of a newly signed agreement.

Nel ASA and Everfuel today (25th Nov) signed a Memorandum of Understanding (MoU) for the agreement which will see Everfuel Norway Retail build, own and operate hydrogen fueling stations in Norway, starting in Oslo.","eps
eps",
248,,690,"Hympulsion
催乳",,,,,,,"France
法国",,,,,,"shareholders Engie 22,8%, Michelin 22,8%, Auvergne-Rhone-Alpes Region (33&, Banque des Territoires 16,9%, Credit Agricole 4,6%, winner of the ADEME callfor projects 2019, responsible for deplying the stations in ZEV project
股东：Engie 22.8%、米其林 22.8%、奥弗涅-罗纳-阿尔卑斯大区（33%）、国土银行 16.9%、农业信贷银行 4.6%。","eps
eps",
249,,690,"Hympulsion
催乳",,,,,,,"France
法国",,,,,,"shareholders Engie 22,8%, Michelin 22,8%, Auvergne-Rhone-Alpes Region (33&, Banque des Territoires 16,9%, Credit Agricole 4,6%, winner of the ADEME callfor projects 2019, responsible for deplying the stations in ZEV project
股东：Engie 22,8%，米其林 22,8%，奥弗涅-罗纳-阿尔卑斯大区（33%），国土银行 16,9%，农业信贷银行 4,6%，2019 年 ADEME 项目征集活动获胜者，负责在 ZEV 项目中部署加油站","eps
eps",
250,,691,"Trillium
三叶草",,,,,,,"United States
美国",,,"www.trilliumcng.com
www.trilliumcng.com",,,,"eps
eps",
251,,692,"Green Hydrogen Systems
绿色氢气系统",,,,,,"Kolding
科灵","Denmark
丹麦",,,"www.greenhydrogen.dk
www.greenhydrogen.dk",,,"unabhängig von NEL
Green Hydrogen Systems designs and manufactures efficient, standardised and modular electrolysers for the production of green hydrogen with renewable energy.
不含 NEL
Green Hydrogen Systems 设计和制造高效、标准化和模块化的电解槽，用于利用可再生能源生产绿色氢气。","eps
eps",
252,,694,"Hysolar
太阳能",,,,,,,"Netherlands
荷兰",,,"www.hysolar.nl
www.hysolar.nl",,,"gehör Jos Scholman, Allied Waters, KWR
听取了 Jos Scholman、Allied Waters、KWR 的发言","eps
eps",
253,,695,"Ekinetix BV
Ekinetix BV",,,,,,,,,,"www.ekinetix.nl
www.ekinetix.nl",,,"Planungsfirma, mehrere Projekte auf Homepage
规划公司，主页上有几个项目","eps
eps",
254,,696,"FASTECH
FASTECH",,,,,,"Buena Park , CA
布埃纳帕克 , 加利福尼亚州","United States
美国",,,"www.fastechus.com
www.fastechus.com",,,"station construction (Bauarbeiten),
hat 25+ HRS gebaut
车站建设（建筑工程）、

已建成 25+ HRS","eps
eps",
255,,697,"Fiedlergroup
费德勒集团",,,,,,"Pasadena, CA
加利福尼亚州帕萨迪纳","United States
美国",,,"www.fiedlergroup.com
www.fiedlergroup.com",,,"Desgin, enginieering, permit acquisition
设计、工程、许可证获取","eps
eps",
256,,698,"NCI Nicosia Contracting International LLC.
NCI 尼科西亚国际承包有限责任公司。",,,,,,"Cape Coral, FL
佛罗里达州珊瑚角","United States
美国",,,"www.nicosiallc.com
www.nicosiallc.com",,,"NCI is a full service Contracting, Consulting and Construction Management firm
NCI 是一家提供全面服务的承包、咨询和施工管理公司",,
257,,703,"Hydro-pac
Hydro-pac",,,,,,,"Korea
韩国",,,,,,,"eps
eps",
258,,705,"Valmax
Valmax",,,,,,,"Korea
韩国",,,,,,,"eps
eps",
259,,706,"Bumhan Fuel Cell
布姆汉燃料电池",,,,,,,"Korea
韩国",,,http://bumhanfuelcell.com,,,Übersicht ihrer HRS auf http://bumhanfuelcell.com/en/hydrogenRefueling.php,"eps
eps",
260,,707,"ErreDue
ErreDue",,,,,,,,,,"www.erreduegas.it
www.erreduegas.it",,,"EL bei 1157, Logan Energy spricht von ErreDure UK, aber IT!?
Electrolyser für Puertollano, ES
EL at 1157, Logan Energy 谈论 ErreDure UK, but IT!

ES Puertollano 的电解槽","eps
eps",
261,,709,"Antai Environmental Engineering Technology Co., Ltd. 
安泰环境工程技术有限公司 ",,,,,,,"China
中国",,,,,,"Antai Environmental Engineering Technology Co., Ltd. was formed by the integration of the filter material branch of the original powder metallurgy division, the engineering technology division, and Ningbo Chemical Research and Design Institute Co., Ltd. Antai Environmental Engineering Technology Co., Ltd. was established in 2015. With environmental control services as the core, it has formed three major business segments: industrial filtration and purification, clean energy engineering and advanced intelligent manufacturing. It is a company that focuses on clean energy utilization and clean energy technology and has product development and manufacturing, equipment matching, system integration, and engineering design. And a comprehensive environmental control service provider with general contracting capabilities.
Antai Environment has independently researched and developed a complete set of equipment such as a hydrogen long-tube trailer unloading module (unloading column), high-pressure buffer tank module (sequence control panel), 35MPa hydrogen refueling machine, and 70MPa hydrogen refueling machine, for the construction of hydrogen refueling stations and EPC The project provides support services.
Antai Environment provides reliable and efficient hydrogen production and a complete set of hydrogen refueling solutions. It can also provide customized hydrogen production and hydrogenation solutions, key hydrogenation equipment, hydrogen production plants, and hydrogen refueling stations according to different working conditions of hydrogen energy applications. Technical services for EPC engineering, hydrogen production plants, and hydrogen refueling stations.

安泰环境工程技术有限公司 安泰环境工程技术有限公司由原粉末冶金事业部滤料分厂、工程技术事业部和宁波化工研究设计院有限公司整合而成。安泰环境工程技术有限公司 安泰环境工程技术有限公司成立于2015年。公司以环境治理服务为核心，形成了工业过滤净化、清洁能源工程、先进智能制造三大业务板块。是一家以清洁能源利用和清洁能源技术为核心，集产品研发制造、设备配套、系统集成、工程设计于一体的企业。并具有工程总承包能力的环境治理综合服务商。
安泰环境自主研发了氢气长管拖车卸载模块（卸载柱）、高压缓冲罐模块（顺序控制面板）、35MPa 加氢机、70MPa 加氢机等成套设备，为加氢站的建设和 EPC 项目提供配套服务。
安泰环境提供可靠、高效的制氢和全套加氢解决方案。还可根据氢能应用的不同工况，提供定制的制氢和加氢解决方案、关键加氢设备、制氢装置和加氢站。为 EPC 工程、制氢装置和加氢站提供技术服务。
.","eps
eps",
262,,710,"Zhejiang Lanneng Gas Equipment Co., Ltd. 
浙江蓝能燃气设备有限公司 ",,,,,,,"China
中国",,,,,,"Zhejiang Lanneng Gas Equipment Co., Ltd. was established in 2009. Its main shareholders are Shanghai Shenergy, Henan Keyuan Industrial Investment Fund and Shaoxing Shangyu Hangzhou Bay Construction and Development Group Co., Ltd. It is a company integrating R&D, manufacturing, sales and service. A specialized gas storage and transportation equipment manufacturing enterprise integrating system integration.
On June 8, 2020, the 45MPa hydrogen storage bottle container set for hydrogen refueling station independently developed and designed by Zhejiang Lanneng officially completed the manufacture and delivery of the first set.

浙江蓝能燃气设备有限公司成立于2009年。其主要股东为上海申能、河南科远产业投资基金和绍兴上虞杭州湾建设发展集团有限公司。公司集研发、制造、销售、服务于一体。集系统集成于一体的专业化气体储运装备制造企业。
2020年6月8日，浙江蓝能自主研发设计的加氢站用45MPa储氢瓶容器组正式完成制造并交付首套。","eps
eps",
263,,711,"Zhongding Hengsheng Gas Equipment Co., Ltd.
中鼎恒升气体设备有限公司",,,,,,,"China
中国",,,,,,"Beijing Zhongding Hengsheng Gas Equipment Co., Ltd./Zhongding Hengsheng Gas Equipment (Wuhu) Co., Ltd. is a professional design and manufacturer of diaphragm compressors, focusing on supplying various gas diaphragm compressor products and providing technical services and spare parts. The designed exhaust pressure is 20MPa, 45MPa and 90MPa, and the flow rate ranges from 50 standard cubic meters to 2000 standard cubic meters per hour. The diaphragm compressors of hydrogen refueling stations all adopt unattended design schemes, which have higher safety and reliability.
Zhongding Hengsheng has been involved in the high-pressure field for more than ten years. It has provided more than 2,000 20MPa hydrogen compressors for hydrogen production plants, and the market share of large-flow compressors in domestic hydrogen filling plants has accounted for 90%. It is also a mine, Petroleum oil wells provide 80-100MPa ultra-high pressure compressors, and the equipment is exported to India and Taiwan. At present, Zhongding has cooperated with many domestic hydrogen refueling station construction enterprises, such as Guofu Hydrogen Energy, Shunhua, Houp, and Hydrogen Maple have cooperation with Zhongding Hengsheng.

北京中鼎恒盛气体设备有限公司/中鼎恒盛气体设备（芜湖）有限公司是隔膜压缩机的专业设计和制造商，专注于提供各种气体隔膜压缩机产品，并提供技术服务和备件。设计排气压力为 20MPa、45MPa 和 90MPa，流量范围为每小时 50 标准立方米至 2000 标准立方米。加氢站隔膜压缩机均采用无人值守设计方案，具有更高的安全性和可靠性。
中鼎恒盛涉足高压领域已有十余年。已为制氢装置提供 2000 多台 20MPa 制氢压缩机，大流量压缩机在国内加氢装置的市场占有率达 90%。还为矿山、石油油井提供 80-100MPa 超高压压缩机，设备出口印度、台湾等地。目前，中鼎已与国内多家加氢站建设企业合作，如国富氢能、顺华、厚普、氢枫等都与中鼎恒升有合作。","eps
eps",
